id,timestamp,categoria,valor,estado,region,tiempo_respuesta
110,2025-01-14 18:00:00,Software,1.42,Inactivo,Oeste,14.17
111,2025-01-14 21:00:00,Logistica,75.71,Activo,Centro,12.08
112,2025-01-15 00:00:00,Electronica,19.34,Error,Este,6.36
113,2025-01-15 03:00:00,Electronica,21.8,Error,Centro,2.83
114,2025-01-15 06:00:00,Software,8.56,Inactivo,Este,8.8
115,2025-01-15 09:00:00,Mecanica,9.42,Inactivo,Sur,5.8
116,2025-01-15 12:00:00,Calidad,41.76,Mantenimiento,Oeste,9.99
117,2025-01-15 15:00:00,Mecanica,67.74,Mantenimiento,Oeste,12.09
118,2025-01-15 18:00:00,Logistica,0.44,Inactivo,Sur,13.64
119,2025-01-15 21:00:00,Logistica,25.64,Error,Oeste,5.97
120,2025-01-16 00:00:00,Logistica,59.23,Mantenimiento,Este,0.93
121,2025-01-16 03:00:00,Mecanica,8.62,Inactivo,Este,4.98
122,2025-01-16 06:00:00,Software,51.27,Activo,Norte,4.97
123,2025-01-16 09:00:00,Electronica,69.02,Activo,Este,2.05
124,2025-01-16 12:00:00,Calidad,37.84,Activo,Centro,6.89
125,2025-01-16 15:00:00,Software,1.73,Inactivo,Oeste,7.25
126,2025-01-16 18:00:00,Electronica,51.01,Mantenimiento,Este,7.06
127,2025-01-16 21:00:00,Software,4.21,Inactivo,Este,6.09
128,2025-01-17 00:00:00,Calidad,21.13,Error,Sur,9.28
129,2025-01-17 03:00:00,Electronica,88.36,Mantenimiento,Sur,1.04
130,2025-01-17 06:00:00,Electronica,73.69,Mantenimiento,Sur,12.85
131,2025-01-17 09:00:00,Mecanica,6.77,Inactivo,Centro,12.03
132,2025-01-17 12:00:00,Logistica,98.58,Activo,Centro,4.99
133,2025-01-17 15:00:00,Logistica,11.11,Error,Oeste,10.72
134,2025-01-17 18:00:00,Software,3.04,Inactivo,Oeste,4.02
135,2025-01-17 21:00:00,Electronica,22.04,Mantenimiento,Sur,5.59
136,2025-01-18 00:00:00,Electronica,20.79,Error,Norte,4.24
137,2025-01-18 03:00:00,Logistica,15.6,Error,Norte,1.1
138,2025-01-18 06:00:00,Logistica,50.53,Mantenimiento,Oeste,14.15
139,2025-01-18 09:00:00,Electronica,6.98,Error,Sur,10.21
140,2025-01-18 12:00:00,Mecanica,8.8,Error,Este,7.93
141,2025-01-18 15:00:00,Logistica,8.46,Inactivo,Centro,7.01
142,2025-01-18 18:00:00,Mecanica,41.55,Activo,Este,11.74
143,2025-01-18 21:00:00,Electronica,0.79,Inactivo,Norte,14.17
144,2025-01-19 00:00:00,Logistica,70.4,Mantenimiento,Este,4.13
145,2025-01-19 03:00:00,Logistica,90.79,Mantenimiento,Centro,6.57
146,2025-01-19 06:00:00,Mecanica,30.76,Activo,Sur,0.84
147,2025-01-19 09:00:00,Electronica,16.19,Error,Este,14.46
148,2025-01-19 12:00:00,Electronica,26.01,Error,Oeste,14.76
149,2025-01-19 15:00:00,Mecanica,81.03,Mantenimiento,Este,4.54
150,2025-01-19 18:00:00,Mecanica,88.36,Activo,Centro,7.38
151,2025-01-19 21:00:00,Calidad,11.58,Error,Sur,9.06
152,2025-01-20 00:00:00,Electronica,5.32,Inactivo,Norte,1.69
153,2025-01-20 03:00:00,Electronica,1.15,Inactivo,Sur,13.3
154,2025-01-20 06:00:00,Calidad,69.81,Mantenimiento,Norte,0.92
155,2025-01-20 09:00:00,Calidad,113.13,Mantenimiento,Oeste,13.81
156,2025-01-20 12:00:00,Calidad,5.5,Inactivo,Sur,14.24
157,2025-01-20 15:00:00,Calidad,23.19,Error,Oeste,2.1
158,2025-01-20 18:00:00,Mecanica,1.49,Inactivo,Centro,10.13
159,2025-01-20 21:00:00,Electronica,11.48,Error,Este,14.49
160,2025-01-21 00:00:00,Electronica,3.74,Error,Este,1.1
161,2025-01-21 03:00:00,Electronica,41.62,Mantenimiento,Este,7.13
162,2025-01-21 06:00:00,Calidad,27.98,Error,Norte,1.62
163,2025-01-21 09:00:00,Calidad,0.4,Inactivo,Oeste,14.32
164,2025-01-21 12:00:00,Mecanica,9.31,Error,Oeste,3.35
165,2025-01-21 15:00:00,Logistica,65.76,Error,Oeste,10.15
166,2025-01-21 18:00:00,Calidad,75.15,Mantenimiento,Sur,5.82
167,2025-01-21 21:00:00,Logistica,8.49,Error,Centro,3.91
168,2025-01-22 00:00:00,Electronica,1.8,Inactivo,Sur,9.3
169,2025-01-22 03:00:00,Software,91.7,Mantenimiento,Norte,10.21
170,2025-01-22 06:00:00,Electronica,4.9,Error,Este,13.96
171,2025-01-22 09:00:00,Electronica,74.91,Mantenimiento,Este,0.41
172,2025-01-22 12:00:00,Mecanica,14.37,Error,Centro,2.44
173,2025-01-22 15:00:00,Software,88.88,Mantenimiento,Sur,7.7
174,2025-01-22 18:00:00,Logistica,2.76,Inactivo,Norte,12.44
175,2025-01-22 21:00:00,Mecanica,87.45,Mantenimiento,Sur,3.22
176,2025-01-23 00:00:00,Logistica,50.66,Mantenimiento,Este,12.75
177,2025-01-23 03:00:00,Logistica,5.8,Inactivo,Norte,14.91
178,2025-01-23 06:00:00,Calidad,28.86,Error,Sur,1.22
179,2025-01-23 09:00:00,Calidad,28.04,Mantenimiento,Norte,4.84
180,2025-01-23 12:00:00,Mecanica,37.51,Activo,Este,7.26
181,2025-01-23 15:00:00,Software,65.25,Mantenimiento,Centro,5.88
182,2025-01-23 18:00:00,Software,20.69,Activo,Este,2.23
183,2025-01-23 21:00:00,Logistica,50.44,Activo,Centro,13.58
184,2025-01-24 00:00:00,Calidad,91.25,Activo,Centro,10.84
185,2025-01-24 03:00:00,Calidad,45.78,Activo,Oeste,9.25
186,2025-01-24 06:00:00,Electronica,0.29,Error,Centro,7.23
187,2025-01-24 09:00:00,Electronica,40.88,Activo,Sur,13.06
188,2025-01-24 12:00:00,Electronica,42.03,Mantenimiento,Norte,9.1
189,2025-01-24 15:00:00,Software,54.53,Activo,Sur,0.77
190,2025-01-24 18:00:00,Electronica,97.91,Error,Oeste,12.98
191,2025-01-24 21:00:00,Calidad,85.64,Mantenimiento,Oeste,8.59
192,2025-01-25 00:00:00,Mecanica,10.17,Error,Sur,5.25
193,2025-01-25 03:00:00,Electronica,51.66,Activo,Este,6.89
194,2025-01-25 06:00:00,Mecanica,29.94,Activo,Este,3.23
195,2025-01-25 09:00:00,Calidad,8.44,Inactivo,Sur,5.34
196,2025-01-25 12:00:00,Calidad,6.83,Inactivo,Centro,7.39
197,2025-01-25 15:00:00,Calidad,76.47,Mantenimiento,Este,4.4
198,2025-01-25 18:00:00,Software,23.82,Mantenimiento,Sur,11.22
199,2025-01-25 21:00:00,Mecanica,74.6,Activo,Sur,10.24
200,2025-01-26 00:00:00,Calidad,3.46,Inactivo,Este,2.62
201,2025-01-26 03:00:00,Software,14.54,Error,Sur,2.29
202,2025-01-26 06:00:00,Software,53.61,Inactivo,Centro,10.51
203,2025-01-26 09:00:00,Electronica,20.69,Error,Este,11.36
204,2025-01-26 12:00:00,Calidad,6.41,Inactivo,Este,1.74
205,2025-01-26 15:00:00,Electronica,43.68,Mantenimiento,Este,3.93
206,2025-01-26 18:00:00,Electronica,56.72,Activo,Oeste,12.07
207,2025-01-26 21:00:00,Mecanica,4.62,Error,Norte,13.62
208,2025-01-27 00:00:00,Mecanica,31.05,Activo,Oeste,11.45
209,2025-01-27 03:00:00,Mecanica,4.38,Inactivo,Centro,1.1
210,2025-01-27 06:00:00,Electronica,11.19,Error,Oeste,5.1
211,2025-01-27 09:00:00,Electronica,74.23,Activo,Norte,6.03
212,2025-01-27 12:00:00,Logistica,21.88,Error,Centro,11.92
213,2025-01-27 15:00:00,Electronica,8.68,Inactivo,Sur,11.14
214,2025-01-27 18:00:00,Calidad,5.83,Inactivo,Centro,11.53
215,2025-01-27 21:00:00,Mecanica,4.29,Inactivo,Centro,11.8
216,2025-01-28 00:00:00,Logistica,30.68,Mantenimiento,Sur,14.6
217,2025-01-28 03:00:00,Mecanica,6.08,Inactivo,Centro,14.38
218,2025-01-28 06:00:00,Mecanica,0.62,Inactivo,Este,11.31
219,2025-01-28 09:00:00,Electronica,34.58,Activo,Norte,14.1
220,2025-01-28 12:00:00,Mecanica,4.13,Inactivo,Norte,8.32
221,2025-01-28 15:00:00,Calidad,6.5,Inactivo,Sur,13.07
222,2025-01-28 18:00:00,Mecanica,25.78,Error,Este,7.98
223,2025-01-28 21:00:00,Electronica,63.17,Mantenimiento,Oeste,2.86
224,2025-01-29 00:00:00,Calidad,6.03,Error,Sur,7.49
225,2025-01-29 03:00:00,Calidad,36.48,Activo,Sur,4.81
226,2025-01-29 06:00:00,Software,27.36,Error,Sur,13.81
227,2025-01-29 09:00:00,Calidad,2.12,Inactivo,Sur,7.32
228,2025-01-29 12:00:00,Logistica,0.89,Inactivo,Oeste,6.03
229,2025-01-29 15:00:00,Mecanica,26.96,Activo,Centro,8.68
230,2025-01-29 18:00:00,Calidad,24.88,Error,Este,4.23
231,2025-01-29 21:00:00,Calidad,11.25,Error,Oeste,1.46
232,2025-01-30 00:00:00,Electronica,4.34,Inactivo,Norte,9.1
233,2025-01-30 03:00:00,Mecanica,8.47,Inactivo,Oeste,12.82
234,2025-01-30 06:00:00,Logistica,31.91,Activo,Oeste,9.13
235,2025-01-30 09:00:00,Calidad,42.1,Activo,Sur,11.72
236,2025-01-30 12:00:00,Mecanica,21.91,Activo,Norte,10.28
237,2025-01-30 15:00:00,Logistica,92.49,Mantenimiento,Norte,7.79
238,2025-01-30 18:00:00,Logistica,20.83,Mantenimiento,Este,6.66
239,2025-01-30 21:00:00,Calidad,15.7,Error,Norte,14.69
240,2025-01-31 00:00:00,Electronica,70.51,Activo,Sur,1.15
241,2025-01-31 03:00:00,Calidad,33.32,Activo,Centro,5.87
242,2025-01-31 06:00:00,Calidad,27.59,Error,Centro,5.92
243,2025-01-31 09:00:00,Calidad,78.95,Mantenimiento,Este,5.35
244,2025-01-31 12:00:00,Logistica,97.03,Mantenimiento,Oeste,5.9
245,2025-01-31 15:00:00,Software,35.21,Mantenimiento,Este,2.54
246,2025-01-31 18:00:00,Calidad,1.6,Inactivo,Norte,14.33
247,2025-01-31 21:00:00,Electronica,89.1,Activo,Sur,14.64
248,2025-02-01 00:00:00,Electronica,37.21,Mantenimiento,Centro,5.73
249,2025-02-01 03:00:00,Mecanica,7.99,Inactivo,Norte,1.74
250,2025-02-01 06:00:00,Electronica,2.84,Inactivo,Sur,11.76
251,2025-02-01 09:00:00,Logistica,57.96,Mantenimiento,Este,12.68
252,2025-02-01 12:00:00,Calidad,7.1,Inactivo,Este,12.3
253,2025-02-01 15:00:00,Mecanica,53.8,Mantenimiento,Centro,3.44
254,2025-02-01 18:00:00,Calidad,88.82,Activo,Norte,2.19
255,2025-02-01 21:00:00,Calidad,7.62,Inactivo,Centro,13.11
256,2025-02-02 00:00:00,Calidad,2.96,Inactivo,Norte,0.86
257,2025-02-02 03:00:00,Electronica,4.01,Inactivo,Norte,10.8
258,2025-02-02 06:00:00,Logistica,99.39,Activo,Sur,14.74
259,2025-02-02 09:00:00,Mecanica,3.24,Error,Este,11.98
260,2025-02-02 12:00:00,Software,45.57,Mantenimiento,Centro,14.02
261,2025-02-02 15:00:00,Calidad,4.36,Inactivo,Norte,6.39
262,2025-02-02 18:00:00,Mecanica,77.35,Error,Este,14.69
263,2025-02-02 21:00:00,Electronica,55.17,Activo,Centro,12.43
264,2025-02-03 00:00:00,Calidad,22.32,Mantenimiento,Este,5.52
265,2025-02-03 03:00:00,Logistica,87.03,Activo,Centro,13.05
266,2025-02-03 06:00:00,Logistica,65.74,Activo,Este,1.06
267,2025-02-03 09:00:00,Software,5.48,Inactivo,Este,10.54
268,2025-02-03 12:00:00,Mecanica,20.43,Error,Este,2.08
269,2025-02-03 15:00:00,Logistica,5.77,Inactivo,Norte,3.83
270,2025-02-03 18:00:00,Logistica,32.74,Mantenimiento,Oeste,11.05
271,2025-02-03 21:00:00,Mecanica,86.82,Mantenimiento,Norte,13.34
272,2025-02-04 00:00:00,Mecanica,27.46,Mantenimiento,Este,10.64
273,2025-02-04 03:00:00,Electronica,9.05,Inactivo,Oeste,14.13
274,2025-02-04 06:00:00,Calidad,9.43,Inactivo,Sur,5.04
275,2025-02-04 09:00:00,Software,33.3,Activo,Oeste,2.41
276,2025-02-04 12:00:00,Electronica,76.94,Mantenimiento,Este,10.01
277,2025-02-04 15:00:00,Calidad,28.92,Error,Norte,6.51
278,2025-02-04 18:00:00,Electronica,21.06,Activo,Oeste,4.11
279,2025-02-04 21:00:00,Calidad,81.78,Activo,Este,14.36
280,2025-02-05 00:00:00,Electronica,10.15,Error,Este,0.12
281,2025-02-05 03:00:00,Mecanica,9.44,Inactivo,Sur,10.52
282,2025-02-05 06:00:00,Calidad,0.72,Inactivo,Centro,3.24
283,2025-02-05 09:00:00,Electronica,6.47,Error,Oeste,10.39
284,2025-02-05 12:00:00,Calidad,18.86,Error,Este,10.08
285,2025-02-05 15:00:00,Logistica,75.5,Mantenimiento,Norte,7.24
286,2025-02-05 18:00:00,Software,55.37,Mantenimiento,Norte,8.83
287,2025-02-05 21:00:00,Logistica,42.47,Mantenimiento,Oeste,0.78
288,2025-02-06 00:00:00,Electronica,9.22,Error,Este,6.98
289,2025-02-06 03:00:00,Logistica,17.26,Error,Centro,14.22
290,2025-02-06 06:00:00,Mecanica,0.32,Inactivo,Este,0.95
291,2025-02-06 09:00:00,Electronica,49.44,Activo,Norte,6.22
292,2025-02-06 12:00:00,Calidad,3.88,Inactivo,Oeste,1.02
293,2025-02-06 15:00:00,Software,10.85,Error,Centro,9.65
294,2025-02-06 18:00:00,Software,5.85,Error,Sur,1.21
295,2025-02-06 21:00:00,Logistica,7.96,Inactivo,Este,0.15
296,2025-02-07 00:00:00,Logistica,41.98,Mantenimiento,Este,12.93
297,2025-02-07 03:00:00,Calidad,38.34,Mantenimiento,Este,13.82
298,2025-02-07 06:00:00,Electronica,47.23,Mantenimiento,Oeste,7.55
299,2025-02-07 09:00:00,Electronica,76.63,Activo,Centro,8.73
300,2025-02-07 12:00:00,Software,0.38,Inactivo,Oeste,10.41
301,2025-02-07 15:00:00,Software,8.79,Error,Norte,3.52
302,2025-02-07 18:00:00,Logistica,61.55,Activo,Este,11.88
303,2025-02-07 21:00:00,Mecanica,4.95,Inactivo,Oeste,3.53
304,2025-02-08 00:00:00,Mecanica,27.48,Activo,Este,13.3
305,2025-02-08 03:00:00,Mecanica,8.2,Inactivo,Norte,3.63
306,2025-02-08 06:00:00,Calidad,28.03,Error,Oeste,1.84
307,2025-02-08 09:00:00,Software,29.59,Error,Oeste,13.75
308,2025-02-08 12:00:00,Logistica,42.03,Activo,Oeste,0.32
309,2025-02-08 15:00:00,Software,71.16,Mantenimiento,Este,6.33
310,2025-02-08 18:00:00,Logistica,4.39,Error,Centro,4.93
311,2025-02-08 21:00:00,Logistica,98.49,Activo,Este,13.47
312,2025-02-09 00:00:00,Software,35.51,Activo,Sur,4.19
313,2025-02-09 03:00:00,Electronica,23.8,Activo,Sur,9.45
314,2025-02-09 06:00:00,Electronica,15.02,Error,Este,4.27
315,2025-02-09 09:00:00,Electronica,6.53,Error,Sur,7.8
316,2025-02-09 12:00:00,Software,73.66,Activo,Este,10.18
317,2025-02-09 15:00:00,Software,82.32,Activo,Sur,12.62
318,2025-02-09 18:00:00,Mecanica,26.48,Error,Oeste,12.9
319,2025-02-09 21:00:00,Mecanica,29.42,Error,Norte,6.28
320,2025-02-10 00:00:00,Electronica,93.58,Mantenimiento,Norte,14.01
321,2025-02-10 03:00:00,Logistica,30.36,Mantenimiento,Norte,1.29
322,2025-02-10 06:00:00,Logistica,22.1,Error,Oeste,5.08
323,2025-02-10 09:00:00,Software,16.99,Error,Sur,5.22
324,2025-02-10 12:00:00,Mecanica,21.37,Activo,Centro,4.83
325,2025-02-10 15:00:00,Software,4.65,Inactivo,Oeste,4.9
326,2025-02-10 18:00:00,Software,45.43,Activo,Oeste,14.33
327,2025-02-10 21:00:00,Mecanica,4.47,Error,Norte,3.38
328,2025-02-11 00:00:00,Logistica,29.76,Error,Sur,8.67
329,2025-02-11 03:00:00,Electronica,6.3,Inactivo,Centro,5.75
330,2025-02-11 06:00:00,Electronica,80.12,Mantenimiento,Oeste,9.3
331,2025-02-11 09:00:00,Mecanica,51.64,Mantenimiento,Oeste,12.12
332,2025-02-11 12:00:00,Logistica,86.76,Activo,Sur,7.14
333,2025-02-11 15:00:00,Software,1.94,Inactivo,Centro,3.64
334,2025-02-11 18:00:00,Logistica,3.86,Inactivo,Sur,9.42
335,2025-02-11 21:00:00,Mecanica,87.61,Activo,Este,3.55
336,2025-02-12 00:00:00,Logistica,61.75,Activo,Sur,2.56
337,2025-02-12 03:00:00,Logistica,67.04,Mantenimiento,Sur,7.34
338,2025-02-12 06:00:00,Calidad,16.77,Error,Este,7.22
339,2025-02-12 09:00:00,Logistica,37.08,Mantenimiento,Sur,9.97
340,2025-02-12 12:00:00,Calidad,6.72,Inactivo,Oeste,12.26
341,2025-02-12 15:00:00,Logistica,67.46,Mantenimiento,Centro,0.93
342,2025-02-12 18:00:00,Software,2.55,Inactivo,Centro,7.97
343,2025-02-12 21:00:00,Logistica,20.45,Error,Centro,9.59
344,2025-02-13 00:00:00,Electronica,6.23,Inactivo,Oeste,5.32
345,2025-02-13 03:00:00,Software,89.49,Mantenimiento,Centro,6.74
346,2025-02-13 06:00:00,Calidad,96.52,Activo,Este,13.04
347,2025-02-13 09:00:00,Mecanica,60.8,Activo,Norte,1.95
348,2025-02-13 12:00:00,Logistica,2.08,Error,Centro,5.85
349,2025-02-13 15:00:00,Logistica,82.94,Mantenimiento,Sur,7.49
350,2025-02-13 18:00:00,Calidad,33.73,Activo,Centro,11.7
351,2025-02-13 21:00:00,Mecanica,79.47,Mantenimiento,Centro,8.79
352,2025-02-14 00:00:00,Software,61.78,Mantenimiento,Norte,7.73
353,2025-02-14 03:00:00,Electronica,73.63,Mantenimiento,Norte,0.78
354,2025-02-14 06:00:00,Mecanica,45.79,Mantenimiento,Sur,7.66
355,2025-02-14 09:00:00,Calidad,1.23,Inactivo,Sur,5.2
356,2025-02-14 12:00:00,Electronica,60.76,Mantenimiento,Oeste,2.1
357,2025-02-14 15:00:00,Electronica,76.85,Activo,Oeste,6.05
358,2025-02-14 18:00:00,Software,25.31,Error,Este,0.86
359,2025-02-14 21:00:00,Mecanica,94.58,Activo,Este,2.23
360,2025-02-15 00:00:00,Electronica,25.58,Error,Oeste,2.83
361,2025-02-15 03:00:00,Software,52.4,Mantenimiento,Este,10.83
362,2025-02-15 06:00:00,Electronica,61.22,Activo,Oeste,10.93
363,2025-02-15 09:00:00,Software,72.53,Activo,Norte,5.46
364,2025-02-15 12:00:00,Logistica,86.45,Activo,Este,13.9
365,2025-02-15 15:00:00,Logistica,28.69,Mantenimiento,Sur,10.42
366,2025-02-15 18:00:00,Software,61.5,Activo,Sur,6.89
367,2025-02-15 21:00:00,Software,1.43,Inactivo,Norte,10.67
368,2025-02-16 00:00:00,Logistica,9.34,Inactivo,Este,2.09
369,2025-02-16 03:00:00,Software,37.57,Mantenimiento,Centro,8.5
370,2025-02-16 06:00:00,Software,84.83,Mantenimiento,Este,6.06
371,2025-02-16 09:00:00,Logistica,1.81,Error,Oeste,14.26
372,2025-02-16 12:00:00,Calidad,18.55,Error,Oeste,10.37
373,2025-02-16 15:00:00,Software,64.39,Activo,Este,12.92
374,2025-02-16 18:00:00,Calidad,55.34,Mantenimiento,Sur,10.23
375,2025-02-16 21:00:00,Software,53.19,Activo,Centro,8.72
